ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.9768,0.3543,9.7013,0.5611,0.337,9.7847,0.3584,0.0952,-0.0792,0.0916,0.0011,0.0969,348.0,5.63,-17.81,-16.56,204.47,-1.88,-3.21,5.0,42.777,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,87014,2017-11-09 18:54:53:471
0.7949,-0.0479,10.1514,0.542,0.3384,9.7858,-0.4664,0.405,-1.1,0.0649,0.0351,0.0,357.0,5.81,-18.94,-16.75,197.69,-1.86,-3.23,5.0,45.0,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,87514,2017-11-09 18:54:53:971
0.6129,0.6321,9.3948,0.5286,0.3231,9.787,0.0358,-0.1612,0.5856,0.016,0.016,-0.0479,363.0,6.5,-18.87,-15.69,200.33,-1.92,-3.04,5.0,44.907,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,88014,2017-11-09 18:54:54:471
0.5363,0.3926,9.7683,0.5734,0.3111,9.7849,-0.0393,-0.1798,0.4398,0.033,0.0405,-0.0468,369.0,6.38,-18.5,-16.19,201.55,-1.81,-3.3,5.0,44.588,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,88513,2017-11-09 18:54:54:970
0.5267,0.0,10.6494,0.6089,0.3246,9.7823,-0.3116,-0.2278,0.3645,-0.0468,0.017,0.0458,372.0,4.81,-17.62,-14.5,198.48,-1.9,-3.56,5.0,41.056,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,89013,2017-11-09 18:54:55:470
0.3448,1.1013,9.1171,0.6176,0.3105,9.7822,0.0159,-0.3285,-0.2335,0.1703,0.0277,-0.0032,375.0,5.06,-17.69,-13.94,199.45,-1.84,-3.5,5.0,50.122,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,89514,2017-11-09 18:54:55:971
0.8811,0.1532,10.0461,0.6248,0.3623,9.78,0.0134,-0.2386,0.131,0.0245,0.0458,-0.0745,384.0,4.25,-18.94,-14.19,194.81,-2.12,-3.66,5.0,45.741,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,90014,2017-11-09 18:54:56:471
0.5555,0.2873,10.0173,0.5717,0.3077,9.7851,-0.5551,0.2005,0.3618,0.0309,0.033,-0.0192,390.0,4.63,-18.31,-14.0,198.41,-1.79,-3.5,5.0,47.643,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,90514,2017-11-09 18:54:56:971
0.7183,0.498,9.6343,0.6507,0.3154,9.7799,-0.2817,-0.0718,0.0735,-0.0075,-0.0277,0.0213,393.0,3.13,-17.44,-13.0,193.09,-1.84,-3.81,5.0,41.976,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,91013,2017-11-09 18:54:57:470
0.6704,-0.0479,10.4004,0.7256,0.3117,9.7747,-0.095,-0.1249,0.0673,-0.0341,-0.0043,-0.066,396.0,2.94,-18.0,-11.75,193.1,-1.76,-4.19,5.0,41.895,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,91513,2017-11-09 18:54:57:970
0.5746,0.0958,10.1514,0.7083,0.3073,9.7762,0.1893,-0.1578,-0.0019,0.0298,-0.0011,-0.0192,399.0,3.19,-16.25,-11.75,193.88,-1.8,-4.14,5.0,47.258,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,92014,2017-11-09 18:54:58:471
0.747,-0.1532,10.1897,0.6366,0.2633,9.7824,0.1543,-0.2353,0.3743,0.1054,0.0075,0.0181,405.0,3.75,-17.62,-10.5,195.53,-1.62,-3.75,5.0,46.178,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,92514,2017-11-09 18:54:58:971
0.3448,0.9577,9.2129,0.6038,0.2632,9.7845,-0.2836,-0.4721,0.2841,0.1459,0.0138,-0.0351,408.0,3.31,-17.12,-10.5,192.25,-1.47,-3.69,5.0,44.229,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,93014,2017-11-09 18:54:59:471
0.8523,0.0575,10.1227,0.676,0.2481,9.7801,0.1202,-0.2935,0.3861,0.1065,0.0117,0.0064,408.0,4.25,-15.94,-9.69,193.14,-1.53,-3.9,5.0,47.548,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,93514,2017-11-09 18:54:59:971
0.4501,0.2682,9.5193,0.6929,0.3107,9.7772,0.1369,-0.1653,0.1834,0.0277,-0.0021,-0.0405,411.0,3.63,-14.75,-9.0,197.48,-1.76,-4.13,5.0,47.058,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,94014,2017-11-09 18:55:00:471
0.5938,0.3735,9.4715,0.5993,0.3357,9.7825,0.1512,-0.1172,-0.1256,-0.0309,-0.0287,-0.0713,417.0,3.38,-14.31,-7.94,197.84,-2.0,-3.55,5.0,41.285,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,94513,2017-11-09 18:55:00:970
0.9481,0.2682,10.1418,0.5877,0.3207,9.7837,-0.1354,-0.0094,0.1864,-0.0106,-0.0298,0.049,420.0,3.38,-12.44,-7.56,196.49,-1.87,-3.44,5.0,42.119,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,95014,2017-11-09 18:55:01:471
1.0056,0.1053,10.2568,0.6205,0.3199,9.7817,0.1569,0.235,-0.6166,0.0405,0.0383,0.0745,423.0,3.63,-12.75,-7.69,195.24,-1.78,-3.43,5.0,48.961,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,95514,2017-11-09 18:55:01:971
0.5842,0.6321,9.232,0.6462,0.3424,9.7793,-0.1227,0.0811,-0.5635,-0.0798,-0.0245,-0.0213,420.0,2.94,-11.81,-7.81,196.72,-2.0,-3.78,5.0,47.895,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,96014,2017-11-09 18:55:02:471
1.0247,0.1724,9.9216,0.6787,0.3257,9.7777,-0.1009,0.1844,0.0653,0.0021,-0.0106,-0.0756,423.0,2.88,-10.56,-7.44,197.87,-1.98,-3.9,5.0,44.82,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,96514,2017-11-09 18:55:02:971
0.3256,0.5459,9.596,0.6516,0.3325,9.7793,-0.3707,0.3421,-0.2109,0.0032,0.0096,0.0117,426.0,3.63,-9.56,-8.44,204.98,-1.88,-3.92,5.0,47.612,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,97014,2017-11-09 18:55:03:471
0.9481,0.1724,10.2089,0.5942,0.352,9.7822,0.3773,-0.2941,0.0601,-0.0021,0.0043,-0.0234,432.0,3.5,-8.87,-8.75,201.73,-2.16,-3.39,5.0,42.863,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,97514,2017-11-09 18:55:03:971
0.7374,0.8332,9.347,0.5981,0.3432,9.7823,0.1635,0.2629,0.0115,-0.0756,-0.0596,-0.0543,438.0,3.25,-8.69,-9.56,202.62,-2.01,-3.5,5.0,44.522,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,98014,2017-11-09 18:55:04:471
0.6608,0.1245,10.2472,0.6837,0.3053,9.778,0.4246,-0.2427,0.3684,-0.0053,-0.0106,-0.0394,393.0,3.81,-9.37,-11.12,210.71,-1.78,-3.93,5.0,45.166,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,98514,2017-11-09 18:55:04:971
0.929,0.1628,10.1801,0.6517,0.2938,9.7805,0.1726,-0.0739,-0.2312,0.0532,0.0298,0.0479,393.0,3.63,-7.44,-11.44,215.27,-1.72,-3.81,5.0,46.674,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,99014,2017-11-09 18:55:05:471
0.1724,0.3639,9.1746,0.6311,0.3067,9.7815,-0.1735,-0.22,0.0908,-0.0128,0.0096,-0.0309,441.0,2.88,-8.56,-10.62,205.19,-1.89,-3.52,5.0,48.378,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,99514,2017-11-09 18:55:05:971
0.68,0.4022,10.1035,0.594,0.3207,9.7833,0.0794,0.0795,0.2655,-0.0266,0.0213,0.0011,426.0,3.38,-8.19,-11.5,199.62,-1.79,-3.45,5.0,46.889,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,100014,2017-11-09 18:55:06:471
0.7661,0.067,10.0269,0.5738,0.2937,9.7854,-0.011,-0.3477,-0.168,-0.016,-0.0437,-0.0277,450.0,3.0,-8.44,-12.31,205.82,-1.72,-3.36,5.0,47.56,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,100513,2017-11-09 18:55:06:970
0.929,0.4118,9.6822,0.6274,0.3019,9.7818,0.2703,0.0628,-0.0076,0.0319,0.0096,-0.0596,447.0,3.13,-8.31,-12.12,201.29,-1.73,-3.64,5.0,43.614,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,101014,2017-11-09 18:55:07:471
0.8045,0.5363,9.3278,0.6077,0.3158,9.7827,0.1598,0.0284,0.2164,0.0117,0.033,0.1054,450.0,3.25,-8.06,-11.5,205.64,-1.79,-3.56,5.0,46.337,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,101513,2017-11-09 18:55:07:970
0.814,0.4214,9.5193,0.6277,0.2809,9.7825,-0.0528,0.0464,-0.1943,0.0298,0.016,0.0405,453.0,2.38,-8.5,-11.56,203.96,-1.77,-3.65,5.0,41.714,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,102014,2017-11-09 18:55:08:471
0.5555,0.4884,9.912,0.6188,0.3687,9.7801,0.0587,-0.1015,0.4448,-0.0639,0.0128,-0.2278,453.0,3.13,-8.81,-12.06,203.67,-2.06,-3.65,5.0,45.829,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,102514,2017-11-09 18:55:08:971
0.5171,0.5938,9.7109,0.5956,0.3128,9.7835,0.12,0.0595,0.1873,0.0117,-0.017,-0.3354,453.0,3.44,-8.0,-12.37,203.34,-1.9,-3.43,5.0,45.859,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,103014,2017-11-09 18:55:09:471
0.8523,0.0766,9.9216,0.6131,0.3361,9.7816,0.0791,-0.1027,-0.2916,-0.0032,-0.0245,-0.3886,420.0,3.81,-8.5,-12.0,211.99,-1.96,-3.59,5.0,45.34,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,103513,2017-11-09 18:55:09:970
0.3065,0.2011,9.3661,0.5641,0.4376,9.7806,-0.274,-0.1091,-0.3689,-0.049,-0.0362,-0.2672,258.0,5.56,-7.19,-12.62,226.35,-2.56,-3.3,5.0,38.752,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,104013,2017-11-09 18:55:10:470
0.2969,0.6416,9.4619,0.5775,0.4208,9.7805,-0.2472,0.2241,-0.5161,0.0437,-0.0117,-0.378,222.0,5.88,-5.56,-13.0,231.03,-2.42,-3.36,5.0,39.161,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,104513,2017-11-09 18:55:10:970
0.9673,0.0,10.094,0.6103,0.3743,9.7804,0.205,-0.3035,0.0626,-0.0617,-0.0628,-0.3087,243.0,7.63,-5.56,-13.94,238.25,-2.19,-3.57,5.0,40.951,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,105014,2017-11-09 18:55:11:471
0.7661,0.3448,9.8641,0.6983,0.3006,9.7771,0.0339,-0.1003,-0.0422,-0.0287,-0.0415,-0.3375,270.0,8.06,-1.44,-14.19,258.61,-1.68,-4.03,5.0,40.014,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,105513,2017-11-09 18:55:11:970
1.3599,-0.067,10.3621,0.9017,0.2159,9.7627,-0.0043,-0.2171,1.0316,-0.0628,0.0703,-0.8602,270.0,6.56,1.31,-14.62,278.95,-1.26,-5.28,5.0,40.522,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,106013,2017-11-09 18:55:12:470
1.0056,0.3448,9.2608,0.4683,0.3232,9.7901,0.5282,0.1264,-0.5332,0.0064,-0.0788,-0.2225,303.0,6.56,2.75,-16.62,304.1,-2.14,-2.8,5.0,38.628,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,106514,2017-11-09 18:55:12:971
-0.5363,1.5323,9.7396,0.5381,0.3961,9.7838,-1.1188,1.1883,0.4129,-0.0298,-0.0202,0.3854,357.0,6.44,1.69,-17.12,291.09,-2.31,-3.15,5.0,38.99,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,107014,2017-11-09 18:55:13:471
0.5938,0.3735,10.2089,0.6855,0.2881,9.7784,-0.6486,0.3042,0.0717,0.0703,0.1118,0.3045,402.0,8.5,1.69,-17.87,283.86,-1.67,-3.74,5.0,44.701,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,107514,2017-11-09 18:55:13:971
0.814,0.6608,9.1459,0.7338,0.3174,9.774,0.1077,-0.0106,0.0981,0.033,-0.017,-0.1384,408.0,7.88,1.94,-17.0,285.29,-1.85,-4.29,5.0,51.259,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,108014,2017-11-09 18:55:14:471
0.4501,0.3065,9.8545,0.7474,0.2524,9.7748,-0.2142,-0.0161,0.1074,-0.0522,-0.0053,-0.2917,420.0,7.19,3.0,-18.25,297.91,-1.42,-4.42,5.0,51.007,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,108514,2017-11-09 18:55:14:971
0.5171,0.7374,9.73,0.7864,0.2128,9.7727,-0.1742,0.2008,0.0605,-0.0522,-0.0213,-0.1235,420.0,5.81,4.19,-18.94,300.38,-1.24,-4.6,5.0,45.249,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,109013,2017-11-09 18:55:15:470
0.6129,-0.1053,10.3046,0.8168,0.1641,9.7711,-0.3014,-0.165,0.9838,-0.0373,0.0415,-0.0543,420.0,5.13,5.63,-20.56,308.94,-1.11,-4.8,5.0,43.331,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,109514,2017-11-09 18:55:15:971
0.7183,0.7278,8.8585,0.7238,0.1926,9.778,-0.106,-0.4489,0.3095,-0.0958,-0.0447,0.1107,429.0,6.31,5.13,-21.06,305.59,-1.09,-4.23,5.0,45.623,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,110014,2017-11-09 18:55:16:471
1.0247,-0.0096,10.7643,0.7366,0.2268,9.7763,0.0733,0.0073,0.7727,0.0862,-0.0011,0.0447,435.0,6.06,4.25,-21.69,300.54,-1.3,-4.23,5.0,47.175,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,110513,2017-11-09 18:55:16:970
0.747,0.5842,9.1842,0.7615,0.2633,9.7734,-0.1674,0.3922,-0.5678,-0.0245,0.033,0.0181,438.0,5.38,5.75,-22.37,314.76,-1.53,-4.28,5.0,44.511,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,111014,2017-11-09 18:55:17:471
0.5555,0.0958,10.2855,0.755,0.2353,9.7747,-0.0847,0.0958,0.0783,0.0543,0.0245,0.1267,441.0,5.56,5.94,-23.44,310.28,-1.47,-4.42,5.0,48.044,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,111513,2017-11-09 18:55:17:970
0.929,0.498,9.3853,0.7022,0.2803,9.7774,-0.1123,-0.0235,-0.1798,0.0149,-0.0032,-0.0309,450.0,6.19,5.19,-24.06,306.52,-1.68,-4.05,5.0,41.951,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,112013,2017-11-09 18:55:18:470
0.0766,0.4501,9.6247,0.6452,0.3475,9.7792,-0.2223,-0.0779,0.1416,-0.0479,-0.0309,-0.0373,459.0,6.38,5.44,-24.69,307.55,-2.03,-3.77,5.0,42.595,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,112514,2017-11-09 18:55:18:971
0.7949,0.2203,10.094,0.7183,0.3308,9.7747,0.284,-0.3193,0.2537,0.0043,-0.0192,-0.0202,465.0,5.44,5.69,-26.06,314.95,-1.88,-4.1,5.0,42.157,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,113014,2017-11-09 18:55:19:471
0.9481,0.3543,9.596,0.7147,0.3205,9.7753,-0.2588,0.0113,-0.0309,-0.0096,-0.0011,-0.017,468.0,6.19,6.19,-26.37,310.86,-1.83,-4.16,5.0,41.967,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,113514,2017-11-09 18:55:19:971
0.4597,0.7661,8.9256,0.6854,0.3068,9.7778,0.156,0.0829,0.4867,0.066,0.0192,0.0628,471.0,5.88,6.38,-26.5,311.05,-1.79,-4.01,5.0,44.887,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,114014,2017-11-09 18:55:20:471
0.4405,0.0096,10.3908,0.6449,0.3441,9.7793,-0.1872,-0.1655,0.7192,0.05,0.0149,0.0075,468.0,6.69,5.94,-27.56,307.9,-1.85,-3.81,5.0,43.147,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,114513,2017-11-09 18:55:20:970
0.6129,0.1245,10.0461,0.671,0.3311,9.778,-0.0244,-0.4494,0.2307,0.0564,0.0085,-0.0628,468.0,6.44,5.19,-28.12,308.01,-1.97,-3.89,5.0,43.785,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,115014,2017-11-09 18:55:21:471
0.7087,0.3256,9.7779,0.7443,0.3384,9.7724,0.1081,-0.3863,0.4134,-0.016,0.0075,-0.0128,480.0,5.5,5.63,-29.06,310.73,-2.08,-4.32,5.0,53.508,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,115514,2017-11-09 18:55:21:971
0.6321,0.5267,9.2225,0.7448,0.341,9.7723,-0.3377,0.1694,-0.2714,0.0319,0.0043,-0.0362,483.0,5.19,5.94,-29.31,314.19,-1.99,-4.36,5.0,53.27,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,116014,2017-11-09 18:55:22:471
0.9385,0.5938,9.5672,0.7262,0.3102,9.7747,-0.2692,-0.3217,0.2153,0.0745,0.0309,0.0969,486.0,6.19,5.13,-29.06,306.12,-1.97,-4.36,5.0,51.067,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,116514,2017-11-09 18:55:22:971
0.7087,0.6895,9.5385,0.6746,0.3471,9.7772,0.1218,0.1854,0.1246,0.0969,0.0085,0.0383,489.0,5.88,5.25,-30.94,306.81,-2.03,-3.95,5.0,48.62,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,117014,2017-11-09 18:55:23:471
0.7949,0.1437,9.73,0.6846,0.3335,9.777,0.1228,-0.3346,0.2426,0.0394,0.0181,-0.017,492.0,6.5,4.63,-31.19,306.72,-2.0,-3.97,5.0,49.458,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,117514,2017-11-09 18:55:23:971
0.3256,0.498,9.7683,0.6885,0.4222,9.7733,-0.3501,0.0513,-0.0584,0.0138,0.0277,-0.1554,495.0,5.81,2.81,-32.37,303.34,-2.52,-3.92,5.0,48.117,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,118014,2017-11-09 18:55:24:471
0.9481,0.067,10.2855,0.6876,0.4062,9.774,0.1563,-0.0054,0.1473,0.0458,-0.0043,-0.0639,495.0,5.56,3.81,-32.56,306.06,-2.29,-4.01,5.0,48.402,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,118513,2017-11-09 18:55:24:970
0.8332,0.2682,9.7588,0.6829,0.3832,9.7753,0.2744,-0.1303,-0.0205,0.0075,0.0117,0.0405,501.0,6.5,5.19,-34.25,303.98,-2.24,-4.0,5.0,52.762,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,119014,2017-11-09 18:55:25:471
0.4405,0.6512,9.1554,0.6377,0.3675,9.7789,0.1728,-0.4675,0.6033,0.0085,0.0383,0.0468,510.0,5.63,4.25,-34.12,302.89,-2.25,-3.76,5.0,50.19,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,119514,2017-11-09 18:55:25:971
0.7087,0.3926,9.3278,0.6307,0.4029,9.778,0.4152,0.1244,-0.0625,-0.0298,0.0224,-0.0617,513.0,6.38,3.63,-34.62,303.31,-2.35,-3.69,5.0,46.91,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,120014,2017-11-09 18:55:26:471
0.9098,0.0862,10.3238,0.6619,0.4281,9.7749,0.0825,-0.2887,-0.1482,0.0351,0.0032,-0.0181,522.0,6.0,4.0,-35.06,303.84,-2.6,-3.78,5.0,48.141,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,120513,2017-11-09 18:55:26:970
1.0343,0.4214,9.481,0.6489,0.3876,9.7774,0.1041,0.2013,-0.5706,0.0256,-0.0234,0.0138,528.0,5.69,3.69,-35.44,302.85,-2.27,-3.8,5.0,45.459,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,121013,2017-11-09 18:55:27:470
0.2203,0.8811,9.2129,0.6183,0.4112,9.7784,0.2587,-0.1701,0.3683,0.049,0.0011,-0.0309,531.0,6.63,3.56,-35.81,300.64,-2.4,-3.62,5.0,53.764,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,121514,2017-11-09 18:55:27:971
0.4501,0.3352,9.73,0.552,0.5195,9.7773,0.023,0.4193,-0.6686,0.0149,0.0202,0.0394,528.0,6.31,3.13,-36.12,292.94,-2.95,-3.37,5.0,49.812,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,122014,2017-11-09 18:55:28:471
1.0534,0.3065,9.2703,0.5974,0.5114,9.775,0.3874,0.1854,-0.4819,0.0394,-0.0351,-0.0564,531.0,6.56,1.75,-37.37,295.69,-3.06,-3.43,5.0,50.002,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,122514,2017-11-09 18:55:28:971
1.0151,0.1628,10.5632,0.5907,0.5211,9.7749,-0.0152,0.0056,-0.2457,-0.0532,-0.0607,-0.049,540.0,6.63,1.5,-38.06,295.84,-3.08,-3.48,5.0,42.631,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,123014,2017-11-09 18:55:29:471
1.0918,0.249,10.1418,0.6402,0.4917,9.7733,0.3272,-0.151,0.1186,0.0319,0.0,0.033,549.0,5.75,2.13,-37.81,294.64,-2.85,-3.68,5.0,52.717,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,123514,2017-11-09 18:55:29:971
0.7853,0.4118,9.3853,0.637,0.4943,9.7734,0.0264,0.1698,-0.5972,-0.0181,0.0021,0.0437,558.0,6.31,2.0,-38.19,294.69,-2.89,-3.73,5.0,50.277,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,124014,2017-11-09 18:55:30:471
0.996,-0.1149,10.5441,0.5634,0.536,9.7757,0.3906,-0.7333,0.9597,-0.0383,0.0245,-0.0064,564.0,6.38,0.81,-39.0,291.44,-3.29,-3.22,5.0,47.336,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,124514,2017-11-09 18:55:30:971
0.4788,0.4118,9.979,0.5878,0.5621,9.7728,-0.1006,-0.2646,0.2071,0.0192,-0.0245,-0.0319,576.0,5.69,-0.25,-39.75,285.48,-3.35,-3.39,5.0,48.631,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,125014,2017-11-09 18:55:31:471
0.7566,0.1437,10.1227,0.6146,0.6056,9.7686,0.3823,-0.0498,-0.0138,-0.0713,-0.0053,-0.0234,585.0,5.44,0.13,-40.31,288.4,-3.6,-3.56,5.0,45.914,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,125514,2017-11-09 18:55:31:971
0.4788,0.2682,9.7109,0.6289,0.5868,9.7688,0.3189,-0.5899,0.1624,-0.082,0.0607,0.0788,591.0,5.44,-0.37,-39.94,287.4,-3.43,-3.68,5.0,50.686,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,126014,2017-11-09 18:55:32:471
0.9768,0.0,9.7205,0.6009,0.6462,9.7668,0.298,-0.1102,-0.2376,-0.016,0.0309,-0.0106,597.0,5.75,-1.19,-40.12,280.79,-3.78,-3.52,5.0,47.788,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,126514,2017-11-09 18:55:32:971
0.3926,0.6225,9.6917,0.5446,0.7089,9.7658,-0.1552,-0.0949,-0.1286,0.0117,-0.0011,0.0277,600.0,5.69,-2.37,-40.94,276.5,-4.15,-3.21,5.0,45.358,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 22,127013,2017-11-09 18:55:33:470
0.1628,0.4118,10.6303,0.6285,0.8007,9.7536,-0.2995,-0.3938,0.4518,-0.0096,-0.017,0.0309,612.0,5.5,-4.5,-40.31,264.93,-4.68,-3.69,5.0,45.998,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,127513,2017-11-09 18:55:33:970
0.7566,0.5459,9.7779,0.6546,0.8031,9.7517,-0.1775,-0.3955,0.0129,-0.0383,-0.0085,-0.0309,519.0,5.81,-3.31,-41.12,265.02,-4.67,-3.97,5.0,49.572,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,128013,2017-11-09 18:55:34:470
0.8428,-0.1724,10.6398,0.6778,0.8191,9.7488,-0.1784,-0.0426,-1.0904,0.0266,0.0309,0.0681,558.0,5.38,-5.87,-40.44,251.53,-4.9,-4.0,5.0,48.558,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,128513,2017-11-09 18:55:34:970
0.2969,0.6704,9.7492,0.7144,0.8618,9.7425,-0.4808,-0.3405,-0.1555,0.0043,-0.017,0.0405,609.0,5.06,-4.62,-40.25,258.9,-5.26,-4.14,5.0,45.573,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,129013,2017-11-09 18:55:35:470
0.9577,0.2777,9.8737,0.6864,0.7422,9.7543,0.4874,-0.4862,0.4307,0.0043,-0.0181,-0.0852,615.0,4.81,-4.62,-40.25,255.12,-4.27,-3.85,5.0,49.695,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,129514,2017-11-09 18:55:35:971
1.1301,0.0,10.5824,0.7329,0.6896,9.7548,0.2564,-0.5458,0.3135,-0.0458,-0.0213,-0.1171,612.0,4.0,-4.19,-39.56,261.35,-4.04,-4.23,5.0,43.932,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,130014,2017-11-09 18:55:36:471
0.5363,0.0096,10.477,0.7381,0.7014,9.7536,-0.3102,-0.6338,0.0213,-0.0277,0.0053,-0.3056,564.0,3.63,-4.0,-39.87,260.61,-4.1,-4.33,5.0,48.212,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,130514,2017-11-09 18:55:36:971
0.6512,0.6321,9.596,0.6655,0.7573,9.7546,0.0122,-0.3754,0.0674,0.0234,0.0405,-0.3247,555.0,3.63,-3.69,-40.25,261.69,-4.35,-3.96,5.0,46.517,55.753143,48.743607,212.6,191.0336761,,23.491,,0 / 23,131014,2017-11-09 18:55:37:471
